Campaign_ID,Brand,Campaign_Type,Target_Audience,Channel_Used,Duration,Language,Customer_Segment,Campaign_Date,Impressions,Clicks,Leads,Conversions,Revenue,CPA,Total_Spend,Profit,CTR,Lead_Rate,Conversion_Rate,ROI,Engagement_Score,ROI_Category
NY-CMP-26314,Nykaa,"Social Media","College Students","Email, Instagram",19,Tamil,"College Students",2025-02-14,78154,8656,2765,1637,1186825,36.40,59586.80,1127238.20,0.1108,0.3194,0.5920,18.9200,16.71,Excellent
NY-CMP-47377,Nykaa,SEO,Youth,Instagram,17,Tamil,"Tier 2 City Customers",2024-08-16,83933,10406,5462,4242,3211194,38.04,161365.68,3049828.32,0.1240,0.5249,0.7766,18.9000,23.96,Excellent
NY-CMP-26379,Nykaa,SEO,"Tier 2 City Customers","Google, YouTube",29,Bengali,"Tier 2 City Customers",2025-04-01,75987,10448,5210,2497,1021273,20.56,51338.32,969934.68,0.1375,0.4987,0.4793,18.8900,23.89,Excellent
NY-CMP-50847,Nykaa,SEO,"Working Women",WhatsApp,25,Hindi,"Working Women",2025-04-24,88746,12768,7061,5056,1471296,14.63,73969.28,1397326.72,0.1439,0.5530,0.7160,18.8900,28.04,Excellent
NY-CMP-33012,Nykaa,SEO,"College Students","Facebook, Email",27,Tamil,"Working Women",2024-07-12,39549,5219,2962,1335,1005255,37.92,50623.20,954631.80,0.1320,0.5675,0.4507,18.8600,24.06,Excellent
NY-CMP-23487,Nykaa,"Paid Ads",Youth,"Facebook, Instagram",15,Hindi,"Premium Shoppers",2024-08-09,93486,10748,6327,4229,3036422,36.18,153005.22,2883416.78,0.1150,0.5887,0.6684,18.8500,22.79,Excellent
NY-CMP-22708,Nykaa,Email,"College Students",Email,28,Bengali,"College Students",2024-10-03,68632,6702,3775,2585,1915485,37.33,96498.05,1818986.95,0.0977,0.5633,0.6848,18.8500,19.03,Excellent
NY-CMP-15426,Nykaa,SEO,"Premium Shoppers",Google,27,English,"Premium Shoppers",2025-03-21,93921,11714,3793,2986,1940900,32.76,97821.36,1843078.64,0.1247,0.3238,0.7872,18.8400,19.69,Excellent
NY-CMP-18122,Nykaa,"Paid Ads","Working Women",Google,18,Hindi,"College Students",2024-07-02,88825,12570,6882,2515,1468760,29.45,74066.75,1394693.25,0.1415,0.5475,0.3654,18.8300,24.73,Excellent
NY-CMP-42255,Nykaa,Email,"Premium Shoppers","YouTube, Email, Google",8,Tamil,"Premium Shoppers",2024-12-20,97168,6905,2144,1400,1040200,37.47,52458.00,987742.00,0.0711,0.3105,0.6530,18.8300,10.75,Excellent
NY-CMP-4524,Nykaa,SEO,Youth,"Email, Facebook",25,English,"Tier 2 City Customers",2025-03-03,65881,9193,4369,2600,1339000,25.97,67522.00,1271478.00,0.1395,0.4753,0.5951,18.8300,24.53,Excellent
NY-CMP-8961,Nykaa,Influencer,"Working Women",Instagram,6,English,"Premium Shoppers",2025-04-21,84954,10913,5561,3942,1947348,24.91,98195.22,1849152.78,0.1285,0.5096,0.7089,18.8300,24.03,Excellent
NY-CMP-29321,Nykaa,"Social Media",Youth,WhatsApp,16,Tamil,"College Students",2024-12-14,73021,9062,4945,3682,2393300,32.79,120732.78,2272567.22,0.1241,0.5457,0.7446,18.8200,24.22,Excellent
NY-CMP-20409,Nykaa,Influencer,"College Students","YouTube, Google",27,Hindi,"Tier 2 City Customers",2024-08-01,79985,11220,5982,4060,3093720,38.44,156066.40,2937653.60,0.1403,0.5332,0.6787,18.8200,26.58,Excellent
NY-CMP-35700,Nykaa,"Paid Ads","College Students","YouTube, Instagram",5,Bengali,Youth,2024-10-29,98177,11330,5415,3349,2133313,32.13,107603.37,2025709.63,0.1154,0.4779,0.6185,18.8200,20.47,Excellent
NY-CMP-37626,Nykaa,Influencer,"Working Women",Instagram,15,Hindi,"Working Women",2024-09-30,84356,11978,5038,2236,1462344,33.02,73832.72,1388511.28,0.1420,0.4206,0.4438,18.8000,22.82,Excellent
NY-CMP-2154,Nykaa,"Social Media","Tier 2 City Customers",Instagram,28,Bengali,"Tier 2 City Customers",2025-01-30,78058,7750,3053,2389,1853864,39.22,93696.58,1760167.42,0.0993,0.3939,0.7825,18.7900,16.90,Excellent
NY-CMP-6577,Nykaa,SEO,"College Students","Google, Facebook, Email",5,English,"College Students",2025-05-17,75273,9947,5391,4312,3005464,35.25,151998.00,2853466.00,0.1321,0.5420,0.7999,18.7700,26.10,Excellent
NY-CMP-10685,Nykaa,"Paid Ads","College Students","YouTube, Facebook, Google",26,Tamil,"Working Women",2025-06-01,88522,12937,6017,2530,1265000,25.32,64059.60,1200940.40,0.1461,0.4651,0.4205,18.7500,24.27,Excellent
NY-CMP-12010,Nykaa,SEO,Youth,"Email, Instagram, WhatsApp",27,Bengali,"Working Women",2025-03-15,96144,10955,5438,4246,3112318,37.12,157611.52,2954706.48,0.1139,0.4964,0.7808,18.7400,21.47,Excellent
NY-CMP-5013,Nykaa,"Paid Ads","Premium Shoppers",Google,14,Bengali,"Premium Shoppers",2024-10-12,96968,14344,8453,4861,2070786,21.58,104900.38,1965885.62,0.1479,0.5893,0.5751,18.7400,28.52,Excellent
NY-CMP-50471,Nykaa,Email,"Premium Shoppers","YouTube, Google",17,Tamil,"Working Women",2024-12-12,98353,14086,7290,5412,1537008,14.39,77878.68,1459129.32,0.1432,0.5175,0.7424,18.7300,27.24,Excellent
NY-CMP-5245,Nykaa,"Paid Ads","College Students",Facebook,8,Tamil,"Premium Shoppers",2025-02-05,71387,9999,5217,4156,2048908,24.98,103816.88,1945091.12,0.1401,0.5218,0.7966,18.7300,27.14,Excellent
NY-CMP-18115,Nykaa,Email,"Tier 2 City Customers",Instagram,13,Tamil,"College Students",2024-08-29,40558,4776,2595,1512,1124928,37.75,57078.00,1067850.00,0.1178,0.5433,0.5827,18.7100,21.90,Excellent
NY-CMP-51739,Nykaa,"Paid Ads","Tier 2 City Customers","WhatsApp, Email, YouTube",19,Hindi,"Tier 2 City Customers",2024-07-26,89092,12830,4525,3456,2761344,40.55,140140.80,2621203.20,0.1440,0.3527,0.7638,18.7000,23.36,Excellent
NY-CMP-56222,Nykaa,"Social Media","Premium Shoppers","WhatsApp, Google",18,Bengali,"College Students",2024-09-12,89795,7936,4408,2958,1632816,28.02,82883.16,1549932.84,0.0884,0.5554,0.6711,18.7000,17.04,Excellent
NY-CMP-38744,Nykaa,Email,"College Students","Email, Facebook, Google",9,English,"College Students",2024-08-11,90049,11137,4298,3423,1311009,19.45,66577.35,1244431.65,0.1237,0.3859,0.7964,18.6900,20.94,Excellent
NY-CMP-20656,Nykaa,Email,"College Students","Instagram, WhatsApp",15,Tamil,"Working Women",2025-02-10,86859,10604,5669,3939,1634685,21.08,83034.12,1551650.88,0.1221,0.5346,0.6948,18.6900,23.27,Excellent
NY-CMP-5795,Nykaa,SEO,"College Students","Instagram, Google",26,Bengali,"Tier 2 City Customers",2024-12-17,66931,10005,3182,2318,1566968,34.35,79623.30,1487344.70,0.1495,0.3180,0.7285,18.6800,23.17,Excellent
NY-CMP-39678,Nykaa,Influencer,"Working Women","Email, Instagram, WhatsApp",13,Hindi,"Tier 2 City Customers",2024-11-08,87652,13055,7627,5729,1535372,13.63,78086.27,1457285.73,0.1489,0.5842,0.7511,18.6700,30.13,Excellent
NY-CMP-41222,Nykaa,Email,"Premium Shoppers","WhatsApp, YouTube",14,Tamil,"Working Women",2025-05-19,97794,14285,7914,4729,2113863,22.73,107490.17,2006372.83,0.1461,0.5540,0.5975,18.6600,27.54,Excellent
NY-CMP-9825,Nykaa,"Social Media","Tier 2 City Customers","Google, WhatsApp, YouTube",24,Hindi,"College Students",2025-01-15,87777,11502,5234,3178,2122904,33.98,107988.44,2014915.56,0.1310,0.4551,0.6072,18.6600,22.69,Excellent
NY-CMP-55839,Nykaa,"Paid Ads",Youth,"YouTube, Email, Google",25,Hindi,"Tier 2 City Customers",2025-02-23,88208,12447,5729,4316,2283164,26.90,116100.40,2167063.60,0.1411,0.4603,0.7534,18.6600,25.50,Excellent
NY-CMP-50052,Nykaa,"Social Media","Premium Shoppers","Facebook, WhatsApp, Instagram",25,Bengali,"Tier 2 City Customers",2024-11-29,85242,9720,4637,3572,2353948,33.53,119769.16,2234178.84,0.1140,0.4771,0.7703,18.6600,21.03,Excellent
NY-CMP-25325,Nykaa,"Paid Ads","Premium Shoppers","WhatsApp, YouTube",30,Hindi,"College Students",2024-08-06,90189,11598,2764,2152,1409560,33.33,71726.16,1337833.84,0.1286,0.2383,0.7786,18.6500,18.31,Excellent
NY-CMP-3999,Nykaa,SEO,"Working Women","YouTube, Instagram, WhatsApp",20,Bengali,"Premium Shoppers",2025-06-05,99657,13318,6239,3548,1781096,25.55,90651.40,1690444.60,0.1336,0.4685,0.5687,18.6400,23.18,Excellent
NY-CMP-17010,Nykaa,"Social Media","Working Women","Email, YouTube",10,Bengali,"Working Women",2025-05-25,96790,11619,6745,4267,2880225,34.39,146742.13,2733482.87,0.1200,0.5805,0.6326,18.6300,23.38,Excellent
NY-CMP-31947,Nykaa,Email,"College Students","WhatsApp, YouTube, Facebook",27,Bengali,"College Students",2025-05-27,90777,11784,5345,3789,1864188,25.07,94990.23,1769197.77,0.1298,0.4536,0.7089,18.6300,23.04,Excellent
NY-CMP-33573,Nykaa,"Social Media",Youth,"YouTube, Instagram, WhatsApp",9,Tamil,Youth,2024-11-22,57397,5849,3456,2644,1663076,32.05,84740.20,1578335.80,0.1019,0.5909,0.7650,18.6200,20.82,Excellent
NY-CMP-46571,Nykaa,Email,"College Students","YouTube, Google, Facebook",19,English,"Working Women",2025-03-31,77264,9811,4789,2760,1313760,24.26,66957.60,1246802.40,0.1270,0.4881,0.5763,18.6200,22.47,Excellent
NY-CMP-53233,Nykaa,Influencer,"Tier 2 City Customers","Google, WhatsApp",5,Tamil,"Tier 2 City Customers",2025-06-22,83105,11139,6403,5101,3014691,30.12,153642.12,2861048.88,0.1340,0.5748,0.7967,18.6200,27.25,Excellent
NY-CMP-52709,Nykaa,SEO,"Premium Shoppers",Facebook,7,Hindi,Youth,2024-07-14,64278,9024,4727,3462,2413014,35.56,123108.72,2289905.28,0.1404,0.5238,0.7324,18.6000,26.78,Excellent
NY-CMP-44376,Nykaa,SEO,"College Students",WhatsApp,29,English,Youth,2024-12-14,55750,8188,3900,2757,2109105,39.08,107743.56,2001361.44,0.1469,0.4763,0.7069,18.5800,26.63,Excellent
NY-CMP-38363,Nykaa,"Social Media",Youth,YouTube,25,Hindi,"Tier 2 City Customers",2025-01-21,60115,8510,5051,3441,2102451,31.23,107462.43,1994988.57,0.1416,0.5935,0.6813,18.5700,28.28,Excellent
NY-CMP-7095,Nykaa,Influencer,"Tier 2 City Customers","Email, YouTube, Google",11,Bengali,"Premium Shoppers",2025-04-30,82632,7948,3577,1610,1257410,40.00,64400.00,1193010.00,0.0962,0.4501,0.4501,18.5300,15.90,Excellent
NY-CMP-22196,Nykaa,Email,"College Students","Instagram, Facebook, YouTube",27,Tamil,"Working Women",2025-05-02,86320,8704,4672,3170,1927360,31.18,98840.60,1828519.40,0.1008,0.5368,0.6785,18.5000,19.17,Excellent
NY-CMP-49878,Nykaa,SEO,Youth,"Email, WhatsApp, YouTube",11,English,"Premium Shoppers",2024-09-03,44368,4221,1937,1454,1019254,35.96,52285.84,966968.16,0.0951,0.4589,0.7506,18.4900,17.16,Excellent
NY-CMP-47916,Nykaa,Influencer,"College Students",Google,23,Hindi,"College Students",2025-02-28,79286,8409,2695,1360,975120,36.79,50034.40,925085.60,0.1061,0.3205,0.5046,18.4900,15.72,Excellent
NY-CMP-33365,Nykaa,SEO,"College Students","Google, Instagram, YouTube",16,Hindi,"College Students",2024-08-22,35252,4983,2653,1750,1023750,30.02,52535.00,971215.00,0.1414,0.5324,0.6596,18.4800,26.63,Excellent
NY-CMP-22333,Nykaa,Influencer,"Premium Shoppers","YouTube, Google",17,Bengali,"Premium Shoppers",2025-01-01,55142,7562,4092,1907,1266248,34.08,64990.56,1201257.44,0.1371,0.5411,0.4660,18.4800,24.59,Excellent
NY-CMP-24829,Nykaa,SEO,"Working Women","Instagram, Email, WhatsApp",6,Bengali,"College Students",2025-01-06,84222,11549,3814,2507,1283584,26.30,65934.10,1217649.90,0.1371,0.3302,0.6573,18.4700,21.22,Excellent
NY-CMP-20411,Nykaa,"Paid Ads","Tier 2 City Customers","Facebook, Email",26,Hindi,"Tier 2 City Customers",2024-08-15,63149,9352,3312,2190,1638120,38.43,84161.70,1553958.30,0.1481,0.3541,0.6612,18.4600,23.52,Excellent
NY-CMP-33770,Nykaa,"Social Media","Tier 2 City Customers","Google, Email",6,Hindi,"Tier 2 City Customers",2024-11-16,90494,6369,2759,1820,1344980,37.98,69123.60,1275856.40,0.0704,0.4332,0.6597,18.4600,12.10,Excellent
NY-CMP-44367,Nykaa,Influencer,"College Students",WhatsApp,11,Hindi,"Working Women",2024-09-16,43993,4709,2803,2033,1114084,28.15,57228.95,1056855.05,0.1070,0.5952,0.7253,18.4600,21.70,Excellent
NY-CMP-41978,Nykaa,"Social Media","Premium Shoppers","Email, Google",6,Bengali,Youth,2024-10-27,56088,5834,2411,1626,1180476,37.31,60666.06,1119809.94,0.1040,0.4133,0.6744,18.4600,17.60,Excellent
NY-CMP-22524,Nykaa,Influencer,"College Students","Email, Instagram",12,Bengali,"College Students",2024-12-16,92035,13163,4626,2844,1808784,32.69,92970.36,1715813.64,0.1430,0.3514,0.6148,18.4500,22.42,Excellent
NY-CMP-45634,Nykaa,Email,"Tier 2 City Customers","Facebook, WhatsApp",10,Hindi,"Tier 2 City Customers",2024-12-15,78699,9094,3519,1447,1021582,36.33,52569.51,969012.49,0.1156,0.3870,0.4112,18.4400,17.87,Excellent
NY-CMP-26817,Nykaa,SEO,"Working Women","Facebook, WhatsApp",27,Hindi,"College Students",2025-04-09,58955,8254,4034,2952,2314368,40.38,119201.76,2195166.24,0.1400,0.4887,0.7318,18.4200,25.85,Excellent
NY-CMP-52099,Nykaa,SEO,"Tier 2 City Customers","Email, WhatsApp, Facebook",20,Tamil,"College Students",2025-02-14,65145,8670,4999,3990,2150610,27.76,110762.40,2039847.60,0.1331,0.5766,0.7982,18.4200,27.11,Excellent
NY-CMP-2333,Nykaa,SEO,"Premium Shoppers",WhatsApp,18,English,"Premium Shoppers",2024-10-03,87000,6519,3347,2184,1292928,30.51,66633.84,1226294.16,0.0749,0.5134,0.6525,18.4100,13.85,Excellent
NY-CMP-22215,Nykaa,Influencer,"Tier 2 City Customers","Facebook, YouTube, Email",10,Tamil,"Premium Shoppers",2025-05-12,99678,8433,4705,2574,1945944,38.98,100334.52,1845609.48,0.0846,0.5579,0.5471,18.4000,15.76,Excellent
NY-CMP-54682,Nykaa,"Social Media",Youth,Google,14,Hindi,"Working Women",2024-07-01,90584,9719,5656,3148,1910836,31.29,98500.92,1812335.08,0.1073,0.5820,0.5566,18.4000,20.45,Excellent
NY-CMP-20867,Nykaa,"Paid Ads","Premium Shoppers","Email, YouTube",5,Hindi,"Premium Shoppers",2024-09-30,98325,8655,4627,2601,1599615,31.72,82503.72,1517111.28,0.0880,0.5346,0.5621,18.3900,16.15,Excellent
NY-CMP-38374,Nykaa,"Paid Ads","Working Women","Instagram, Facebook",22,Hindi,"College Students",2024-09-30,78088,10573,5976,4707,1901628,20.83,98046.81,1803581.19,0.1354,0.5652,0.7877,18.3900,27.22,Excellent
NY-CMP-17649,Nykaa,"Social Media",Youth,"Instagram, WhatsApp",28,Hindi,"Working Women",2025-04-05,86691,6019,2506,1654,1146222,35.74,59113.96,1087108.04,0.0694,0.4163,0.6600,18.3900,11.74,Excellent
NY-CMP-12125,Nykaa,"Paid Ads","Working Women","Google, Facebook, Email",15,Hindi,Youth,2025-01-24,61946,4956,2220,1383,1081506,40.35,55804.05,1025701.95,0.0800,0.4479,0.6230,18.3800,13.82,Excellent
NY-CMP-28619,Nykaa,Influencer,"Tier 2 City Customers","YouTube, Facebook, Email",16,Tamil,"College Students",2024-09-06,83969,9342,4018,2584,1012928,20.26,52351.84,960576.16,0.1113,0.4301,0.6431,18.3500,18.99,Excellent
NY-CMP-13167,Nykaa,"Social Media","Premium Shoppers","Google, WhatsApp, Email",24,Hindi,"Working Women",2024-12-18,80566,6879,3609,2548,980980,19.91,50730.68,930249.32,0.0854,0.5246,0.7060,18.3400,16.18,Excellent
NY-CMP-5464,Nykaa,"Social Media","Working Women","Instagram, Email, Facebook",22,English,Youth,2024-12-11,83073,7835,3175,2502,1528722,31.61,79088.22,1449633.78,0.0943,0.4052,0.7880,18.3300,16.27,Excellent
NY-CMP-28022,Nykaa,Email,"Premium Shoppers","Facebook, WhatsApp, YouTube",23,Hindi,"College Students",2024-10-31,90380,7839,4313,2802,2224788,41.09,115134.18,2109653.82,0.0867,0.5502,0.6497,18.3200,16.55,Excellent
NY-CMP-33286,Nykaa,Influencer,"Working Women",Instagram,26,English,Youth,2025-01-10,55855,7398,3211,2274,1439442,32.76,74496.24,1364945.76,0.1325,0.4340,0.7082,18.3200,23.07,Excellent
NY-CMP-48004,Nykaa,Email,"Tier 2 City Customers",Google,15,English,"Premium Shoppers",2025-02-08,81009,9491,4515,3535,2212910,32.42,114604.70,2098305.30,0.1172,0.4757,0.7829,18.3100,21.65,Excellent
NY-CMP-1612,Nykaa,Influencer,"Tier 2 City Customers","YouTube, Facebook, Instagram",27,Tamil,"Premium Shoppers",2024-10-31,81702,11902,4609,1890,1357020,37.17,70251.30,1286768.70,0.1457,0.3872,0.4101,18.3100,22.52,Excellent
NY-CMP-40644,Nykaa,"Social Media","Working Women",WhatsApp,18,Tamil,"College Students",2024-07-27,87631,7051,2664,2006,1319948,34.09,68384.54,1251563.46,0.0805,0.3778,0.7530,18.3000,13.38,Excellent
NY-CMP-10270,Nykaa,Influencer,"Premium Shoppers","Instagram, Google",22,English,Youth,2025-06-05,63274,8179,3065,2077,1154812,28.84,59900.68,1094911.32,0.1293,0.3747,0.6777,18.2800,21.05,Excellent
NY-CMP-55494,Nykaa,Influencer,"College Students","Google, Facebook, YouTube",25,Tamil,"Premium Shoppers",2024-12-16,62190,5745,3312,2644,1800564,35.33,93412.52,1707151.48,0.0924,0.5765,0.7983,18.2700,18.81,Excellent
NY-CMP-49785,Nykaa,"Social Media","Tier 2 City Customers",Google,17,English,"College Students",2024-10-23,95899,10440,4756,3465,1586970,23.76,82328.40,1504641.60,0.1089,0.4556,0.7286,18.2700,19.46,Excellent
NY-CMP-25762,Nykaa,Email,"College Students",Instagram,25,Tamil,"College Students",2024-12-25,58912,7903,4623,1746,1253628,37.28,65090.88,1188537.12,0.1341,0.5850,0.3777,18.2600,24.23,Excellent
NY-CMP-24186,Nykaa,Email,"Tier 2 City Customers","Facebook, Email, WhatsApp",20,Tamil,"Tier 2 City Customers",2025-01-26,71699,3927,2133,1509,1023102,35.22,53146.98,969955.02,0.0548,0.5432,0.7075,18.2500,10.56,Excellent
NY-CMP-3062,Nykaa,Email,Youth,WhatsApp,29,Hindi,"Tier 2 City Customers",2024-10-15,99666,8743,4032,2915,1915155,34.13,99488.95,1815666.05,0.0877,0.4612,0.7230,18.2500,15.74,Excellent
NY-CMP-13756,Nykaa,"Social Media","Working Women",YouTube,5,Bengali,"College Students",2024-08-01,82485,11249,6274,4316,2943512,35.44,152959.04,2790552.96,0.1364,0.5577,0.6879,18.2400,26.48,Excellent
NY-CMP-54487,Nykaa,"Paid Ads","Tier 2 City Customers",Facebook,25,Bengali,"Tier 2 City Customers",2024-10-16,74442,8363,3973,2523,1122735,23.13,58356.99,1064378.01,0.1123,0.4751,0.6350,18.2400,19.96,Excellent
NY-CMP-6605,Nykaa,Email,"Premium Shoppers",YouTube,20,Hindi,"Tier 2 City Customers",2024-07-17,92838,13615,4548,3624,2283120,32.77,118758.48,2164361.52,0.1467,0.3340,0.7968,18.2200,23.47,Excellent
NY-CMP-34819,Nykaa,Influencer,"Working Women","Email, Facebook, Instagram",19,Tamil,"Premium Shoppers",2024-12-28,81289,7745,2944,1664,1138176,35.61,59255.04,1078920.96,0.0953,0.3801,0.5652,18.2100,15.20,Excellent
NY-CMP-33976,Nykaa,Email,Youth,"YouTube, Email, Google",9,Bengali,"Tier 2 City Customers",2024-07-21,53988,7193,3955,2531,1025055,21.12,53454.72,971600.28,0.1332,0.5498,0.6399,18.1800,25.34,Excellent
NY-CMP-38545,Nykaa,"Paid Ads","Premium Shoppers",WhatsApp,14,Tamil,"College Students",2025-06-01,69585,6703,3557,2064,1465440,37.02,76409.28,1389030.72,0.0963,0.5307,0.5803,18.1800,17.71,Excellent
NY-CMP-50200,Nykaa,Email,"Tier 2 City Customers","Instagram, Facebook, YouTube",21,English,"Premium Shoppers",2025-05-27,85316,11246,5096,2814,1058064,19.60,55154.40,1002909.60,0.1318,0.4531,0.5522,18.1800,22.45,Excellent
NY-CMP-52999,Nykaa,Influencer,"Tier 2 City Customers","Instagram, Facebook",6,Hindi,"Premium Shoppers",2024-09-15,60693,8791,3959,2549,1842927,37.72,96148.28,1746778.72,0.1448,0.4503,0.6438,18.1700,25.21,Excellent
NY-CMP-48704,Nykaa,"Paid Ads","Working Women",WhatsApp,29,Tamil,"Tier 2 City Customers",2025-01-11,80663,6312,3687,2909,1093784,19.62,57074.58,1036709.42,0.0783,0.5841,0.7890,18.1700,16.00,Excellent
NY-CMP-49121,Nykaa,SEO,"Tier 2 City Customers","Instagram, WhatsApp, Facebook",10,English,"College Students",2025-02-10,66741,6040,2620,1888,1236640,34.17,64512.96,1172127.04,0.0905,0.4338,0.7206,18.1700,15.80,Excellent
NY-CMP-2674,Nykaa,Influencer,"College Students","Instagram, YouTube",9,Bengali,Youth,2024-07-15,94655,12597,5947,1825,1248300,35.69,65134.25,1183165.75,0.1331,0.4721,0.3069,18.1700,21.52,Excellent
NY-CMP-41889,Nykaa,"Social Media","Tier 2 City Customers",WhatsApp,6,Tamil,Youth,2024-11-23,46603,6745,3808,2640,1708080,33.78,89179.20,1618900.80,0.1447,0.5646,0.6933,18.1600,28.31,Excellent
NY-CMP-10959,Nykaa,Influencer,"College Students","WhatsApp, Facebook",20,Tamil,"Working Women",2024-10-31,65776,9733,5043,2579,1849143,37.48,96660.92,1752482.08,0.1480,0.5181,0.5114,18.1300,26.39,Excellent
NY-CMP-2418,Nykaa,Email,"Tier 2 City Customers","Google, Facebook",24,Bengali,"Premium Shoppers",2024-10-22,82623,7124,4118,1630,1271400,40.80,66504.00,1204896.00,0.0862,0.5780,0.3958,18.1200,15.58,Excellent
NY-CMP-27818,Nykaa,"Social Media","Tier 2 City Customers",YouTube,6,Bengali,"Tier 2 City Customers",2024-09-11,81288,11409,5241,3446,2301928,34.96,120472.16,2181455.84,0.1404,0.4594,0.6575,18.1100,24.72,Excellent
NY-CMP-5326,Nykaa,Email,"College Students",Instagram,12,English,"Working Women",2024-10-25,90402,7477,3131,2262,1680666,38.87,87923.94,1592742.06,0.0827,0.4188,0.7225,18.1100,14.24,Excellent
NY-CMP-6154,Nykaa,SEO,"Tier 2 City Customers","Google, Instagram",27,Tamil,"Tier 2 City Customers",2024-09-12,88881,11413,5811,3733,2504843,35.11,131065.63,2373777.37,0.1284,0.5092,0.6424,18.1100,23.58,Excellent
NY-CMP-20371,Nykaa,"Paid Ads","College Students","Google, Instagram",10,English,"Working Women",2024-10-16,77229,9890,2856,1485,963765,33.98,50460.30,913304.70,0.1281,0.2888,0.5200,18.1000,18.43,Excellent
NY-CMP-39272,Nykaa,"Paid Ads","College Students","Facebook, Instagram",20,Tamil,"College Students",2024-08-26,71411,8789,4624,3145,2012800,33.51,105388.95,1907411.05,0.1231,0.5261,0.6801,18.1000,23.19,Excellent
NY-CMP-31358,Nykaa,Influencer,"Tier 2 City Customers","Facebook, Instagram",24,Hindi,Youth,2024-11-30,91646,6011,2821,1962,1367514,36.49,71593.38,1295920.62,0.0656,0.4693,0.6955,18.1000,11.78,Excellent
NY-CMP-20506,Nykaa,Email,"Premium Shoppers","YouTube, WhatsApp, Email",17,Hindi,"College Students",2024-07-29,22908,2699,1595,1251,974529,40.82,51065.82,923463.18,0.1178,0.5910,0.7843,18.0800,24.21,Excellent
NY-CMP-22607,Nykaa,Influencer,"Premium Shoppers","Google, Email, Facebook",5,Hindi,"College Students",2025-04-15,59086,8563,3822,1844,997604,28.39,52351.16,945252.84,0.1449,0.4463,0.4825,18.0600,24.08,Excellent
NY-CMP-53949,Nykaa,"Social Media","College Students","Email, Google, WhatsApp",20,Bengali,"Premium Shoppers",2024-12-22,35381,3852,1913,1459,1120512,40.29,58783.11,1061728.89,0.1089,0.4966,0.7627,18.0600,20.42,Excellent
NY-CMP-9323,Nykaa,SEO,"Premium Shoppers","YouTube, Email",18,Hindi,"College Students",2025-01-10,78513,10088,2499,1525,1024800,35.26,53771.50,971028.50,0.1285,0.2477,0.6102,18.0600,17.97,Excellent
NY-CMP-37753,Nykaa,Email,"Working Women",YouTube,24,Tamil,Youth,2025-05-01,93127,13616,6164,4737,1482681,16.43,77828.91,1404852.09,0.1462,0.4527,0.7685,18.0500,26.33,Excellent
NY-CMP-7406,Nykaa,"Social Media","Tier 2 City Customers",Email,9,English,"Premium Shoppers",2024-07-20,96686,8913,4198,2787,1803189,33.96,94646.52,1708542.48,0.0922,0.4710,0.6639,18.0500,16.44,Excellent
NY-CMP-20788,Nykaa,"Paid Ads",Youth,"Google, Instagram",20,English,"Working Women",2024-07-25,86768,9015,5015,3667,2372549,34.02,124751.34,2247797.66,0.1039,0.5563,0.7312,18.0200,20.40,Excellent
NY-CMP-2123,Nykaa,Influencer,"College Students","Google, WhatsApp, YouTube",15,Tamil,Youth,2025-04-08,67790,7184,4005,3088,2158512,36.77,113545.76,2044966.24,0.1060,0.5575,0.7710,18.0100,21.06,Excellent
NY-CMP-28489,Nykaa,SEO,"College Students","Instagram, YouTube",27,Tamil,"Premium Shoppers",2025-03-18,67950,6157,3030,2237,1458524,34.29,76706.73,1381817.27,0.0906,0.4921,0.7383,18.0100,16.81,Excellent
NY-CMP-46842,Nykaa,Email,"Premium Shoppers",WhatsApp,9,Tamil,"Tier 2 City Customers",2025-03-27,63209,7986,2518,1828,1323472,38.08,69610.24,1253861.76,0.1263,0.3153,0.7260,18.0100,19.51,Excellent
NY-CMP-48906,Nykaa,Email,"College Students","Facebook, YouTube, Email",30,Bengali,Youth,2024-08-24,62127,6679,2440,1540,1047200,35.79,55116.60,992083.40,0.1075,0.3653,0.6311,18.0000,17.16,Excellent
NY-CMP-42682,Nykaa,SEO,"College Students","Facebook, Google",15,Hindi,"Tier 2 City Customers",2025-04-01,53480,8017,3660,1647,1189134,38.01,62602.47,1126531.53,0.1499,0.4565,0.4500,17.9900,24.91,Excellent
NY-CMP-21320,Nykaa,Email,"Premium Shoppers","Google, Instagram",8,Bengali,Youth,2025-05-09,97467,13902,6936,3593,1196469,17.53,62985.29,1133483.71,0.1426,0.4989,0.5180,17.9900,25.07,Excellent
NY-CMP-45837,Nykaa,Influencer,"Premium Shoppers","YouTube, Instagram, Email",14,Hindi,"College Students",2025-02-02,66019,7310,4157,2610,2012310,40.62,106018.20,1906291.80,0.1107,0.5687,0.6279,17.9800,21.32,Excellent
NY-CMP-31285,Nykaa,"Social Media","Premium Shoppers","Facebook, Email",10,Bengali,"Tier 2 City Customers",2024-11-11,74278,8618,3360,2634,1253784,25.08,66060.72,1187723.28,0.1160,0.3899,0.7839,17.9800,19.67,Excellent
NY-CMP-29948,Nykaa,Influencer,Youth,"Instagram, YouTube",30,Tamil,"College Students",2025-04-13,91617,8977,5008,1834,1078392,30.99,56835.66,1021556.34,0.0980,0.5579,0.3662,17.9800,17.27,Excellent
